CTR_CD,CTR_TY,REGION,NAME_PART1,NAME_PART2,ENTIRE_NAME,PRIMARY_CITY,PRIMARY_STATE,PRIMARY_ZIP,PROVIDER_NUM,PRIMARY_PROVINCE,PRIMARY_CTRY,OPTN_MBR,ESRD_REGION,CTR_ID
TXDR,TX1: Transplant Hospital,4,Doctor's Hospital at Renaissance,Renaissance Transplant Institute,Doctor's Hospital at Renaissance,Edinburg,TX,78539,450869,,USA,1,,874
TXUC,TX1: Transplant Hospital,4,University Children’s Health,,University Children’s Health,San Antonio,TX,78229,450213,,USA,1,,878
INRH,TX1: Transplant Hospital,10,Riley Hospital for Children,at Indiana University Health,Riley Hosp for Children @ IU Health,Indianapolis,IN,46202,,,USA,0,,879
PARH,TX1: Transplant Hospital,2,Reading Hospital,,Reading Hospital,Reading,PA,19611,390044,,USA,0,,939
TNVA,TX1: Transplant Hospital,11,Tennessee Valley Healthcare System,,Tennessee Valley Healthcare System,Nashville,TN,37212,44018F,,USA,0,,945
TXDL,TX1: Transplant Hospital,4,Dell Children's Medical Center,,Dell Children's Medical Center,Austin,TX,78723,453310,,USA,1,,948
ILVA,TX1: Transplant Hospital,7,"Edward Hines Jr., VA Medical Center",,Edward Hines Jr. Veterans Administration Medical Center,Hines,IL,60141,14007F,,USA,1,,949
PAPT,IT1: Hospital Based Lab,2,UPMC Histocompatibility Laboratories,,"University of Pittsburgh Medical Center, Histocompatibility Laboratory, Pre",Pittsburgh,PA,15213,,,USA,1,,951
MDAI,TT1: Independent Lab,2,Applied Immunogenetics Laboratory,,Applied Immunogenetics Laboratory,Owings Mills,MD,21117,,,USA,1,,954
TXDS,TX1: Transplant Hospital,4,Dell Seton Medical Center,,Dell Seton Medical Center at The University of Texas at Austin,Austin,TX,78701,450124,,USA,1,,955
SCPG,TX1: Transplant Hospital,11,Prisma Health Greenville Memorial Hos,Prisma Health Greenville Memorial Hos,Prisma Health Greenville Memorial Hospital,Greenville,SC,29605,42-0078,,USA,1,,957
SCLA,TX1: Transplant Hospital,11,MUSC Lancaster,,MUSC Lancaster,Lancaster,SC,29720,420036,,USA,0,,959
